0.15,   8.0
0.2,    6.0
0.3,    4.0
0.4,    3.0
1.0,    1.0
1.5,    0.6
2.0,    0.4
6.0,    0.1
7.0,    0.09
10.0,   0.06
15.0,   0.04
20.0,   0.03
30.0,   0.02
50.0,   0.01
60.0,   0.008
90.0,   0.005
300.0,  0.0009
400.0,  0.0007
500.0,  0.0005
600.0,  0.0004
800.0,  0.0003
1500,   0.00015
3000,   0.00008
4000,   0.00005
7000,   0.000015
9000,   0.000008
10000,  0.000006
20000,  0.0000009
30000,  0.0000004
50000,  0.00000015
60000,  0.0000001
80000,  0.00000006
150000, 0.00000002
